organization_name,address,phone_number,revenue,id,notes,created_date,city,state,country,zip
Plambee,5 Thierer Avenue,416-807-0524,Rupiah,86,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1687851858,Pandean,,Indonesia,
Aivee,80 Melody Lane,380-203-3368,Krona,87,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1690104136,Finspång,Östergötland,Sweden,612 80
Gabcube,3 Cody Lane,227-493-9534,Euro,88,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1688935411,Avanca,Aveiro,Portugal,3860-042
Wikizz,3181 Mitchell Court,185-186-2587,Afghani,89,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1686298217,Khadīr,,Afghanistan,
Skajo,6 Delladonna Place,172-852-3414,Shilling,90,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",1684040509,Kyela,,Tanzania,
Devpoint,09 Golden Leaf Street,669-802-5370,Euro,91,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1686708861,Cadiz,Andalucia,Spain,11010
Jatri,78 Almo Hill,546-102-1939,Krona,92,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",1686024388,Göteborg,Västra Götaland,Sweden,412 79
Trudoo,07 Dorton Trail,521-850-4861,Euro,93,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",1695170599,Oliveira,Viseu,Portugal,3660-622
Thoughtstorm,089 Pearson Center,943-330-2554,Pound,94,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1683607185,Kawm Umbū,,Egypt,
Quimm,02179 Bluestem Circle,280-378-6775,Yen,95,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1671532527,Okayama-shi,,Japan,709-0844
Rhynoodle,494 Lillian Hill,975-499-6998,Real,96,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",1676775522,São Luís do Quitunde,,Brazil,57920-000
Midel,379 Park Meadow Place,809-622-9907,Peso,97,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1679193933,Nato,,Philippines,4421
Roomm,7897 Porter Circle,127-468-2999,Krone,98,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1670106949,Trondheim,Sor-Trondelag,Norway,7455
Skynoodle,73303 Lawn Street,577-744-8080,Rupiah,99,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1680556764,Kuangsan,,Indonesia,
Kare,912 Quincy Hill,750-820-8057,Krona,100,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1676001468,Skellefteå,Västerbotten,Sweden,931 57
Dynabox,3 Bowman Pass,139-925-9809,Peso,101,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1668926633,San Sebastian,Mexico,Mexico,51950
Fiveclub,0411 Buena Vista Pass,561-364-9294,Ringgit,102,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1680811538,Kuching,Sarawak,Malaysia,93504
Realblab,31 Talmadge Crossing,850-821-4013,Rupiah,103,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1681911223,Ambon,,Indonesia,
Topicblab,25238 Prairieview Plaza,176-686-7880,Dollar,104,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",1673615687,Ashcroft,British Columbia,Canada,L0R
Ozu,76 Crescent Oaks Pass,839-195-0154,Peso,105,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1680803016,Jamao al Norte,,Dominican Republic,10131
Eidel,16066 Union Trail,947-124-8000,Rupiah,106,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",1672549157,Sukaraja,,Indonesia,
Voomm,88298 Old Shore Road,258-502-3286,Ruble,107,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1673361208,Nakhodka,,Russia,692909
Jayo,461 Scott Way,171-283-4009,Euro,108,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1682244669,Bertelhe,Viseu,Portugal,3505-143
Wikizz,692 Sunnyside Circle,766-380-8209,Euro,109,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1677350225,Nürnberg,Bayern,Germany,90411
Izio,711 Esch Street,802-678-2374,Dinar,110,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1689257464,Al Başrah,,Iraq,
Skaboo,211 Butternut Junction,597-161-6188,Rupiah,111,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1679451241,Nangakeo,,Indonesia,
Innojam,51 Forest Run Court,122-523-4922,Rupiah,112,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1696697429,Lahar,,Indonesia,
Skidoo,19949 Graedel Street,266-292-6037,Euro,113,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1691905132,Valtelheiro,Bragança,Portugal,5350-064
Photobug,2251 Northland Road,863-524-3237,Yen,114,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1690738092,Noshiro,,Japan,921-8804
Flipopia,7 Maple Wood Crossing,712-707-4007,Peso,115,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1694451375,Libas,,Philippines,8418
Mynte,49407 Harbort Lane,877-148-1600,Forint,116,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1677842672,Dunaújváros,Fejér,Hungary,2404
Skyba,5 Waxwing Lane,488-634-3027,Yuan Renminbi,117,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1667873693,Xingou,,China,
Leenti,3811 Dayton Point,775-516-0464,Lek,118,Fusce consequat. Nulla nisl. Nunc nisl.,1691479350,Kashar,,Albania,
Topiclounge,45 Hansons Court,163-407-3779,Ruble,119,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1697183205,Korkino,,Russia,456555
Cogibox,6033 Stoughton Parkway,722-786-5314,Dong,120,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1673239025,Thị Trấn Mỹ Lộc,,Vietnam,
Oyondu,080 Marcy Plaza,472-637-0838,Ruble,121,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1693382593,Shumyachi,,Russia,216420
Feednation,021 Sycamore Road,287-804-9401,Rupiah,122,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1668115379,Padangguci,,Indonesia,
Leexo,3990 Chinook Drive,620-426-5690,Rupiah,123,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1678066850,Baroh,,Indonesia,
Fiveclub,3 Haas Avenue,246-725-2003,Rial,124,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1678094853,Garmeh,,Iran,
Blogspan,0 Burrows Place,250-906-7559,Ruble,125,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1691095590,Rossosh’,,Russia,652672
Brightdog,605 Hayes Plaza,980-651-5357,Yuan Renminbi,126,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1686665354,Sanjia,,China,
Browsebug,80110 Village Green Plaza,479-323-7364,Peso,127,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1677599329,Curumaní,,Colombia,203067
Kaymbo,344 Mariners Cove Drive,983-564-5137,Sol,128,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",1675431217,Huaraz,,Peru,
Eidel,45 Express Alley,146-598-7901,Rupiah,129,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1679507333,Weetombo,,Indonesia,
Zoozzy,879 Jay Alley,978-587-2218,Rupee,130,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1669177840,Karak,,Pakistan,65031
Oyoloo,1060 Riverside Parkway,310-373-4973,Rupee,131,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1679629064,Wārāh,,Pakistan,77041
Centidel,6 Warrior Way,272-830-5583,Euro,132,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1669991895,Donostia-San Sebastian,Pais Vasco,Spain,20005
Chatterbridge,6612 Menomonie Point,287-359-0677,Yuan Renminbi,133,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1697513122,Wanfang,,China,
Buzzbean,7 Prairie Rose Way,859-203-3227,Dollar,134,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1674445174,Hobart,Tasmania,Australia,7808
Pixonyx,6 Beilfuss Trail,996-176-1959,Peso,135,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",1668219967,Mariquita,,Colombia,732028
Skibox,6016 Carey Trail,504-783-5157,Afghani,136,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1666597949,Sar Chakān,,Afghanistan,
